id,data,cultura_nome,preco_fecho_kg
123,2017-06-21,Soja,1.6913092553958067
124,2017-06-22,Soja,1.6959007296622428
125,2017-06-23,Soja,1.6953408823799918
126,2017-06-26,Soja,1.6721208917815298
127,2017-06-27,Soja,1.680351331897905
128,2017-06-28,Soja,1.6654271538717051
129,2017-06-29,Soja,1.679605275307016
130,2017-06-30,Soja,1.682616450158296
131,2017-07-03,Soja,1.681403105080592
132,2017-07-04,Soja,1.6815576994246129
133,2017-07-05,Soja,1.671349188800712
134,2017-07-06,Soja,1.6768173770392287
135,2017-07-07,Soja,1.663819770602225
136,2017-07-10,Soja,1.6534370700187586
137,2017-07-11,Soja,1.655250505333315
138,2017-07-12,Soja,1.6292667224284358
139,2017-07-13,Soja,1.6291470733134488
140,2017-07-14,Soja,1.6122953300102218
141,2017-07-17,Soja,1.6194696917309503
142,2017-07-18,Soja,1.6093118588282749
143,2017-07-19,Soja,1.6062277221341732
144,2017-07-20,Soja,1.5953631530882435
145,2017-07-21,Soja,1.6093943982839203
146,2017-07-24,Soja,1.6122538605250587
147,2017-07-25,Soja,1.6218498994508719
148,2017-07-26,Soja,1.6050531469556462
149,2017-07-27,Soja,1.6129600255770786
150,2017-07-28,Soja,1.599677196082655
151,2017-07-31,Soja,1.601452086509481
152,2017-08-01,Soja,1.6000506400645473
153,2017-08-02,Soja,1.592586793313354
154,2017-08-03,Soja,1.5932621128936661
155,2017-08-04,Soja,1.6023629017148153
156,2017-08-07,Soja,1.6008798914155382
157,2017-08-08,Soja,1.6005601648108965
158,2017-08-09,Soja,1.607905979079433
159,2017-08-10,Soja,1.6200837559433086
160,2017-08-11,Soja,1.628395435755696
161,2017-08-14,Soja,1.630417957587676
162,2017-08-15,Soja,1.621355052291912
163,2017-08-16,Soja,1.6140438795083067
164,2017-08-17,Soja,1.6248949115384579
165,2017-08-18,Soja,1.6108880462308104
166,2017-08-21,Soja,1.6265576579602625
167,2017-08-22,Soja,1.6264419781935953
168,2017-08-23,Soja,1.6164433300534458
169,2017-08-24,Soja,1.6214696090127085
170,2017-08-25,Soja,1.627818821664264
171,2017-08-28,Soja,1.626730304724821
172,2017-08-29,Soja,1.6246101767760486
173,2017-08-30,Soja,1.6210532866761271
174,2017-08-31,Soja,1.6146775652925036
175,2017-09-01,Soja,1.6068901387216186
176,2017-09-04,Soja,1.6054156409620228
177,2017-09-05,Soja,1.589499147086879
178,2017-09-06,Soja,1.5748155190627668
179,2017-09-07,Soja,1.575667092121552
180,2017-09-08,Soja,1.570511097880427
181,2017-09-11,Soja,1.5751578473770553
182,2017-09-12,Soja,1.5879989543980377
183,2017-09-13,Soja,1.5923555647016578
184,2017-09-14,Soja,1.587766610562512
185,2017-09-15,Soja,1.581132500267828
186,2017-09-18,Soja,1.588001479065191
187,2017-09-19,Soja,1.5879138275612648
188,2017-09-20,Soja,1.5881897965553131
189,2017-09-21,Soja,1.5907271937433007
190,2017-09-22,Soja,1.5821238510125297
191,2017-09-25,Soja,1.5952786584964287
192,2017-09-26,Soja,1.5991913980286712
193,2017-09-27,Soja,1.6149659758884427
194,2017-09-28,Soja,1.610887810594162
195,2017-09-29,Soja,1.6050627427701554
196,2017-10-02,Soja,1.6060262071254556
197,2017-10-03,Soja,1.600873594956449
198,2017-10-04,Soja,1.5939451479867979
199,2017-10-05,Soja,1.6009833977264118
200,2017-10-06,Soja,1.5986931820677064
201,2017-10-09,Soja,1.6185297930313982
202,2017-10-10,Soja,1.6132843730397866
203,2017-10-11,Soja,1.6115011697109547
204,2017-10-12,Soja,1.612393150359831
205,2017-10-13,Soja,1.6009426626380932
206,2017-10-16,Soja,1.6065006652985416
207,2017-10-17,Soja,1.6015525448438888
208,2017-10-18,Soja,1.607353397411383
209,2017-10-19,Soja,1.6011366925848174
210,2017-10-20,Soja,1.6148493484285635
211,2017-10-23,Soja,1.6375916224288616
212,2017-10-24,Soja,1.640002509775744
213,2017-10-25,Soja,1.6355065077731952
214,2017-10-26,Soja,1.66688223575148
215,2017-10-27,Soja,1.640820185971695
216,2017-10-30,Soja,1.6631484674373531
217,2017-10-31,Soja,1.656724928305706
218,2017-11-01,Soja,1.6548157749367232
219,2017-11-02,Soja,1.657974685130793
220,2017-11-03,Soja,1.6812235084456248
221,2017-11-06,Soja,1.650512331956105
222,2017-11-07,Soja,1.6608687029450864
223,2017-11-08,Soja,1.6495773764991133
224,2017-11-09,Soja,1.648030212574198
225,2017-11-10,Soja,1.6604785125331838
226,2017-11-13,Soja,1.6637172892857275
227,2017-11-14,Soja,1.6845128138459207
228,2017-11-15,Soja,1.6856858543163862
229,2017-11-16,Soja,1.6636945957400957
230,2017-11-17,Soja,1.656444921187374
231,2017-11-20,Soja,1.6600697861756368
232,2017-11-21,Soja,1.6630400823885456
233,2017-11-22,Soja,1.6478538949467576
234,2017-11-23,Soja,1.646957070484009
235,2017-11-24,Soja,1.6544627402650216
236,2017-11-27,Soja,1.6579498559271002
237,2017-11-28,Soja,1.6528317933990224
238,2017-11-29,Soja,1.6672237730853137
239,2017-11-30,Soja,1.680335555247659
240,2017-12-01,Soja,1.6739743041376816
241,2017-12-04,Soja,1.6698654826108776
242,2017-12-05,Soja,1.6671722516094583
243,2017-12-06,Soja,1.6649134633161786
244,2017-12-07,Soja,1.695156321672645
245,2017-12-08,Soja,1.6975469656044817
246,2017-12-11,Soja,1.707621937457967
247,2017-12-12,Soja,1.711870765313606
248,2017-12-13,Soja,1.711894470991459
249,2017-12-14,Soja,1.7279460768237767
250,2017-12-15,Soja,1.7066163111988129
251,2017-12-18,Soja,1.7015592690412789
252,2017-12-19,Soja,1.6998317420893598
253,2017-12-20,Soja,1.7014418633707407
254,2017-12-21,Soja,1.7054554993966973
255,2017-12-22,Soja,1.7190624527058342
256,2017-12-25,Soja,1.7198348490880713
257,2017-12-26,Soja,1.7059816490438378
258,2017-12-27,Soja,1.7084341401227268
259,2017-12-28,Soja,1.7062059930102977
260,2017-12-29,Soja,1.703416999624205
261,2018-01-01,Soja,1.694649686440706
262,2018-01-02,Soja,1.6646166723686684
263,2018-01-03,Soja,1.652971245538193
264,2018-01-04,Soja,1.653263679998022
265,2018-01-05,Soja,1.6490952044093066
266,2018-01-08,Soja,1.6445096702574318
267,2018-01-09,Soja,1.6533111420168685
268,2018-01-10,Soja,1.6410629587455263
269,2018-01-11,Soja,1.6320644721030617
270,2018-01-12,Soja,1.6274417123270628
271,2018-01-15,Soja,1.641033031674543
272,2018-01-16,Soja,1.6449846411720948
273,2018-01-17,Soja,1.644591414517652
274,2018-01-18,Soja,1.6301383171399224
275,2018-01-19,Soja,1.6292903528463851
276,2018-01-22,Soja,1.630414156040907
277,2018-01-23,Soja,1.6473743614425826
278,2018-01-24,Soja,1.6047724932023064
279,2018-01-25,Soja,1.6084132080960432
280,2018-01-26,Soja,1.6099337745232696
281,2018-01-29,Soja,1.6071902972252174
282,2018-01-30,Soja,1.6247148664348767
283,2018-01-31,Soja,1.6266021315300523
284,2018-02-01,Soja,1.6171434916069451
285,2018-02-02,Soja,1.6412275234052933
286,2018-02-05,Soja,1.6676214344095703
287,2018-02-06,Soja,1.6563900644198308
288,2018-02-07,Soja,1.6748776463785684
289,2018-02-08,Soja,1.6859694678634656
290,2018-02-09,Soja,1.691718778421408
291,2018-02-12,Soja,1.6894091132940245
292,2018-02-13,Soja,1.689455969979761
293,2018-02-14,Soja,1.6547714533005402
294,2018-02-15,Soja,1.6620004900424306
295,2018-02-16,Soja,1.6659050191153517
296,2018-02-19,Soja,1.665240554342576
297,2018-02-20,Soja,1.6726846999348182
298,2018-02-21,Soja,1.6812555405356133
299,2018-02-22,Soja,1.6705442821770242
300,2018-02-23,Soja,1.6657689909182112
301,2018-02-26,Soja,1.651803910804262
302,2018-02-27,Soja,1.66659698906246
303,2018-02-28,Soja,1.6656360050772114
304,2018-03-01,Soja,1.6676973236981985
305,2018-03-02,Soja,1.6636484557610693
306,2018-03-05,Soja,1.6533649199857423
307,2018-03-06,Soja,1.6344002235842425
308,2018-03-07,Soja,1.6508891495099183
309,2018-03-08,Soja,1.666509564956198
310,2018-03-09,Soja,1.6627590058144133
311,2018-03-12,Soja,1.6692117465290788
312,2018-03-13,Soja,1.668987324115363
313,2018-03-14,Soja,1.6690189704803673
314,2018-03-15,Soja,1.6798524277619888
315,2018-03-16,Soja,1.6744889401722451
316,2018-03-19,Soja,1.6756683293558174
317,2018-03-20,Soja,1.6876064199997058
318,2018-03-21,Soja,1.6679466629009303
319,2018-03-22,Soja,1.6851234751862474
320,2018-03-23,Soja,1.6843710097605114
321,2018-03-26,Soja,1.68372345744077
322,2018-03-27,Soja,1.693072353434653
323,2018-03-28,Soja,1.6853221373188296
324,2018-03-29,Soja,1.6769944144850195
325,2018-03-30,Soja,1.676624256393114
326,2018-04-02,Soja,1.6770025421373782
327,2018-04-03,Soja,1.6873903050799774
328,2018-04-04,Soja,1.6853041119672434
329,2018-04-05,Soja,1.684839233582335
330,2018-04-06,Soja,1.6983734892865205
331,2018-04-09,Soja,1.7284570765438518
332,2018-04-10,Soja,1.7202743941166279
333,2018-04-11,Soja,1.7035957490857554
334,2018-04-12,Soja,1.7234844005096048
335,2018-04-13,Soja,1.7291791079583898
336,2018-04-16,Soja,1.7280952420922056
337,2018-04-17,Soja,1.72110574009569
338,2018-04-18,Soja,1.706866485736731
339,2018-04-19,Soja,1.714757140676161
340,2018-04-20,Soja,1.7286195387953298
341,2018-04-23,Soja,1.742343659548844
342,2018-04-24,Soja,1.758553923529162
343,2018-04-25,Soja,1.7660393628688997
344,2018-04-26,Soja,1.7667952829019968
345,2018-04-27,Soja,1.7549291087690744
346,2018-04-30,Soja,1.7835711903957991
347,2018-05-01,Soja,1.7821221663557658
348,2018-05-02,Soja,1.8053799402252237
349,2018-05-03,Soja,1.7951432029556433
350,2018-05-04,Soja,1.7993759942753143
351,2018-05-07,Soja,1.8069383256313636
352,2018-05-08,Soja,1.8134728575733232
353,2018-05-09,Soja,1.8301175920002406
354,2018-05-10,Soja,1.8042222959890115
355,2018-05-11,Soja,1.8340987305424452
356,2018-05-14,Soja,1.8406092210511351
357,2018-05-15,Soja,1.8532756826825383
358,2018-05-16,Soja,1.8712668633462899
359,2018-05-17,Soja,1.882165293390725
360,2018-05-18,Soja,1.8972427954136688
361,2018-05-21,Soja,1.8662346457326948
362,2018-05-22,Soja,1.8378456218126136
363,2018-05-23,Soja,1.8293932590164106
364,2018-05-24,Soja,1.8431299518461732
365,2018-05-25,Soja,1.842615775663757
366,2018-05-28,Soja,1.8815993337258186
367,2018-05-29,Soja,1.8826504993282795
368,2018-05-30,Soja,1.8881144977944895
369,2018-05-31,Soja,1.886685792046406
370,2018-06-01,Soja,1.905719346109124
371,2018-06-04,Soja,1.891505534861051
372,2018-06-05,Soja,1.9221159808544348
373,2018-06-06,Soja,1.9525318751469982
374,2018-06-07,Soja,1.9779881828098844
375,2018-06-08,Soja,1.8713498423780532
376,2018-06-11,Soja,1.883792674499251
377,2018-06-12,Soja,1.8766172236276095
378,2018-06-13,Soja,1.8758636888907048
379,2018-06-14,Soja,1.9217765589103761
380,2018-06-15,Soja,1.8811149722153895
381,2018-06-18,Soja,1.8938108205072723
382,2018-06-19,Soja,1.8871626807225503
383,2018-06-20,Soja,1.91174619528902
384,2018-06-21,Soja,1.9037276647823396
385,2018-06-22,Soja,1.916705710487856
386,2018-06-25,Soja,1.9060881875503914
387,2018-06-26,Soja,1.9138993704467149
388,2018-06-27,Soja,1.9496379102751382
389,2018-06-28,Soja,1.9449019152066893
390,2018-06-29,Soja,1.9541182777817083
391,2018-07-02,Soja,1.9710186186231975
392,2018-07-03,Soja,1.9632418342322884
393,2018-07-04,Soja,1.9637903473187768
394,2018-07-05,Soja,1.9753455566045335
395,2018-07-06,Soja,1.938200555668837
396,2018-07-09,Soja,1.941386679775625
397,2018-07-10,Soja,1.9027309043442178
398,2018-07-11,Soja,1.9363362761214178
399,2018-07-12,Soja,1.9393731944790367
400,2018-07-13,Soja,1.9218924584079686
401,2018-07-16,Soja,1.9275351191106196
402,2018-07-17,Soja,1.9210505686508224
403,2018-07-18,Soja,1.9249853737907812
404,2018-07-19,Soja,1.918321588453736
405,2018-07-20,Soja,1.886488942680887
406,2018-07-23,Soja,1.8903303665905482
407,2018-07-24,Soja,1.8732874991050106
408,2018-07-25,Soja,1.8470168468068624
409,2018-07-26,Soja,1.8733589513782982
410,2018-07-27,Soja,1.8528386506713648
411,2018-07-30,Soja,1.8707832263051678
412,2018-07-31,Soja,1.8806227708776035
413,2018-08-01,Soja,1.879773230936498
414,2018-08-02,Soja,1.8852447452148826
415,2018-08-03,Soja,1.8567638560440491
416,2018-08-06,Soja,1.8719265162073802
417,2018-08-07,Soja,1.8839909317462473
418,2018-08-08,Soja,1.8854593096512884
419,2018-08-09,Soja,1.9053193647968487
420,2018-08-10,Soja,1.9363795621814652
421,2018-08-13,Soja,1.9450731180980025
422,2018-08-14,Soja,1.936631998734953
423,2018-08-15,Soja,1.949041219366273
424,2018-08-16,Soja,1.9525693952304284
425,2018-08-17,Soja,1.9548178870979551
426,2018-08-20,Soja,1.9833819741871235
427,2018-08-21,Soja,2.0275576796421753
428,2018-08-22,Soja,2.0270861759358088
429,2018-08-23,Soja,2.06372897356742
430,2018-08-24,Soja,2.0635984573108823
431,2018-08-27,Soja,2.053102661154164
432,2018-08-28,Soja,2.077605436069378
433,2018-08-29,Soja,2.0673405972836965
434,2018-08-30,Soja,2.0890898628963632
435,2018-08-31,Soja,2.042185089467903
436,2018-09-03,Soja,2.090149766366874
437,2018-09-04,Soja,2.0883081181685452
438,2018-09-05,Soja,2.0778431861328843
439,2018-09-06,Soja,2.0444701964438634
440,2018-09-07,Soja,2.052223193815618
441,2018-09-10,Soja,2.0483940229683744
442,2018-09-11,Soja,2.083855254328879
443,2018-09-12,Soja,2.0901526021749777
444,2018-09-13,Soja,2.1075129907141967
445,2018-09-14,Soja,2.0938371417446193
446,2018-09-17,Soja,2.0821998847111836
447,2018-09-18,Soja,2.1039679031419056
448,2018-09-19,Soja,2.085575195401985
449,2018-09-20,Soja,2.054194301775358
450,2018-09-21,Soja,2.04058830872389
451,2018-09-24,Soja,2.0637477841917042
452,2018-09-25,Soja,2.0564428490384845
453,2018-09-26,Soja,2.0387060794346326
454,2018-09-27,Soja,2.028413502028118
455,2018-09-28,Soja,2.0422464317847657
456,2018-10-01,Soja,2.0257329963724215
457,2018-10-02,Soja,1.9879344062237971
458,2018-10-03,Soja,1.9658662971085934
459,2018-10-04,Soja,1.9573167675496501
460,2018-10-05,Soja,1.9342752518992967
461,2018-10-08,Soja,1.9094946017363996
462,2018-10-09,Soja,1.8747327712044775
463,2018-10-10,Soja,1.897131870910695
464,2018-10-11,Soja,1.9067768148923294
465,2018-10-12,Soja,1.9134422051999425
466,2018-10-15,Soja,1.8893476527330773
467,2018-10-16,Soja,1.886008342015886
468,2018-10-17,Soja,1.86314126860448
469,2018-10-18,Soja,1.8779311405595964
470,2018-10-19,Soja,1.883162313153217
471,2018-10-22,Soja,1.8592443701993202
472,2018-10-23,Soja,1.8652426551823558
473,2018-10-24,Soja,1.8785736601540137
474,2018-10-25,Soja,1.8628342522408143
475,2018-10-26,Soja,1.8297177925545698
476,2018-10-29,Soja,1.865439614366783
477,2018-10-30,Soja,1.8571303037981075
478,2018-10-31,Soja,1.8693207773516742
479,2018-11-01,Soja,1.8543977903436322
480,2018-11-02,Soja,1.8542804103584938
481,2018-11-05,Soja,1.8628785178751743
482,2018-11-06,Soja,1.8803093077793829
483,2018-11-07,Soja,1.8642742385440136
484,2018-11-08,Soja,1.8700321351494513
485,2018-11-09,Soja,1.8610890561620668
486,2018-11-12,Soja,1.8824316413755964
487,2018-11-13,Soja,1.906537380737939
488,2018-11-14,Soja,1.8948627843768229
489,2018-11-15,Soja,1.890510431915491
490,2018-11-16,Soja,1.862482730109187
491,2018-11-19,Soja,1.8807329002180164
492,2018-11-20,Soja,1.8843170509039122
493,2018-11-21,Soja,1.886696595485399
494,2018-11-22,Soja,1.8932744464402278
495,2018-11-23,Soja,1.8934963204662156
496,2018-11-26,Soja,1.9577883923263448
497,2018-11-27,Soja,1.925949606634731
498,2018-11-28,Soja,1.9058572324688763
499,2018-11-29,Soja,1.912347393375609
500,2018-11-30,Soja,1.918880714613706
501,2018-12-03,Soja,1.9090458561329229
502,2018-12-04,Soja,1.9108603176638765
503,2018-12-05,Soja,1.9169433723166924
504,2018-12-06,Soja,1.931756165313458
505,2018-12-07,Soja,1.9425416785997702
506,2018-12-10,Soja,1.946546928702849
507,2018-12-11,Soja,1.9369673181284899
508,2018-12-12,Soja,1.9008841204776827
509,2018-12-13,Soja,1.9187368275418075
510,2018-12-14,Soja,1.9433239269408724
511,2018-12-17,Soja,1.936322152697872
512,2018-12-18,Soja,1.9411395402298324
513,2018-12-19,Soja,1.9332084635438487
514,2018-12-20,Soja,1.9062802707054056
515,2018-12-21,Soja,1.928970165671994
516,2018-12-24,Soja,1.9269505216869707
517,2018-12-25,Soja,1.937066870680765
518,2018-12-26,Soja,1.946856197728915
519,2018-12-27,Soja,1.9178345885828119
520,2018-12-28,Soja,1.9152922609507803
521,2018-12-31,Soja,1.9164117208239821
522,2019-01-01,Soja,1.920227427843414
523,2019-01-02,Soja,1.8785209112470806
524,2019-01-03,Soja,1.8590758970583658
525,2019-01-04,Soja,1.8412649016788356
526,2019-01-07,Soja,1.8499278415300358
527,2019-01-08,Soja,1.8408413500672978
528,2019-01-09,Soja,1.8253460995087412
529,2019-01-10,Soja,1.8311047796657638
530,2019-01-11,Soja,1.8270457546580914
531,2019-01-14,Soja,1.8181870279158705
532,2019-01-15,Soja,1.8301724308450231
533,2019-01-16,Soja,1.8288378606516036
534,2019-01-17,Soja,1.837044093301801
535,2019-01-18,Soja,1.834936692638838
536,2019-01-21,Soja,1.8364656501852847
537,2019-01-22,Soja,1.8622027031214767
538,2019-01-23,Soja,1.839893089665041
539,2019-01-24,Soja,1.8423482363654922
540,2019-01-25,Soja,1.8461818463903374
541,2019-01-28,Soja,1.8389903886518069
542,2019-01-29,Soja,1.8145855535924635
543,2019-01-30,Soja,1.7928281798194365
544,2019-01-31,Soja,1.7788891165904368
545,2019-02-01,Soja,1.795544205365161
546,2019-02-04,Soja,1.8051047194171834
547,2019-02-05,Soja,1.807144240437188
548,2019-02-06,Soja,1.8202904092414791
549,2019-02-07,Soja,1.8227343450260842
550,2019-02-08,Soja,1.8320794774293712
551,2019-02-11,Soja,1.8482572782084017
552,2019-02-12,Soja,1.8233325090736687
553,2019-02-13,Soja,1.8375927353963255
554,2019-02-14,Soja,1.8289758467977422
555,2019-02-15,Soja,1.80763369182807
556,2019-02-18,Soja,1.8240179429714958
557,2019-02-19,Soja,1.8221700754862173
558,2019-02-20,Soja,1.8112278580344463
559,2019-02-21,Soja,1.825065452046646
560,2019-02-22,Soja,1.8250357046032621
561,2019-02-25,Soja,1.8326040847281033
562,2019-02-26,Soja,1.837603330637303
563,2019-02-27,Soja,1.8255038388099658
564,2019-02-28,Soja,1.8280168330464903
565,2019-03-01,Soja,1.8457675478297864
566,2019-03-04,Soja,1.8418585332514985
567,2019-03-05,Soja,1.8466547752500615
568,2019-03-06,Soja,1.8757208828579395
569,2019-03-07,Soja,1.8984856514037487
570,2019-03-08,Soja,1.8920198344255554
571,2019-03-11,Soja,1.8768067300007059
572,2019-03-12,Soja,1.8660000108322319
573,2019-03-13,Soja,1.8665718070974626
574,2019-03-14,Soja,1.884682079649362
575,2019-03-15,Soja,1.8700657313164661
576,2019-03-18,Soja,1.858056255525051
577,2019-03-19,Soja,1.856530793414269
578,2019-03-20,Soja,1.8513230969689343
579,2019-03-21,Soja,1.8611653604647742
580,2019-03-22,Soja,1.9179079115087576
581,2019-03-25,Soja,1.9029961765095957
582,2019-03-26,Soja,1.9036818693862556
583,2019-03-27,Soja,1.9703103813550282
584,2019-03-28,Soja,1.924618128386272
585,2019-03-29,Soja,1.930088481956111
586,2019-04-01,Soja,1.9018292903353096
587,2019-04-02,Soja,1.900824198165999
588,2019-04-03,Soja,1.9050309464206676
589,2019-04-04,Soja,1.8939574166394573
590,2019-04-05,Soja,1.9060160714309111
591,2019-04-08,Soja,1.8891432375185238
592,2019-04-09,Soja,1.892943541392636
593,2019-04-10,Soja,1.8786597230946531
594,2019-04-11,Soja,1.8942517723591528
595,2019-04-12,Soja,1.9080299449408338
596,2019-04-15,Soja,1.9014290256730284
597,2019-04-16,Soja,1.9160030991531227
598,2019-04-17,Soja,1.937241492069832
599,2019-04-18,Soja,1.9294522840424757
600,2019-04-19,Soja,1.9260373262618031
601,2019-04-22,Soja,1.9358351395296116
602,2019-04-23,Soja,1.932959902610852
603,2019-04-24,Soja,1.9615674962780567
604,2019-04-25,Soja,1.941392038174576
605,2019-04-26,Soja,1.9308935880841371
606,2019-04-29,Soja,1.9412772481424296
607,2019-04-30,Soja,1.9284705876662709
608,2019-05-01,Soja,1.9233192130304015
609,2019-05-02,Soja,1.9425687947610757
610,2019-05-03,Soja,1.9274198751136293
611,2019-05-06,Soja,1.9418380953696421
612,2019-05-07,Soja,1.945787709346081
613,2019-05-08,Soja,1.924365892400846
614,2019-05-09,Soja,1.9358194005590827
615,2019-05-10,Soja,1.9339040675570545
616,2019-05-13,Soja,1.9408531221224667
617,2019-05-14,Soja,1.9471424608630918
618,2019-05-15,Soja,1.9571927316358162
619,2019-05-16,Soja,1.97700544887854
620,2019-05-17,Soja,2.0038476875741704
621,2019-05-20,Soja,2.003428170357087
622,2019-05-21,Soja,1.9787971180827217
623,2019-05-22,Soja,1.9715324538311905
624,2019-05-23,Soja,1.9703062923340111
625,2019-05-24,Soja,1.9560436812900637
626,2019-05-27,Soja,1.964802331574053
627,2019-05-28,Soja,1.9509934881494138
628,2019-05-29,Soja,1.9295667261333223
629,2019-05-30,Soja,1.9269279250151645
630,2019-05-31,Soja,1.9106113103075026
631,2019-06-03,Soja,1.904358783972261
632,2019-06-04,Soja,1.88311798143605
633,2019-06-05,Soja,1.898516588304452
634,2019-06-06,Soja,1.894308234522573
635,2019-06-07,Soja,1.891186457642741
636,2019-06-10,Soja,1.8978077205230912
637,2019-06-11,Soja,1.8785230229978438
638,2019-06-12,Soja,1.8867134756561583
639,2019-06-13,Soja,1.8856057198514156
640,2019-06-14,Soja,1.9076756066946465
641,2019-06-17,Soja,1.9064362113543718
642,2019-06-18,Soja,1.8954356377487527
